filename,cik,name,address,city,state,zip,ticker,exchange,subsidiaries
03/000095017023011133.htm,0001750149,"INHIBIKASE THERAPEUTICS, INC.",3350 Riverwood Parkway SE,Atlanta,GA,30339,IKT,The Nasdaq Stock Market LLC,
03/000143774923007024.htm,0001375195,THE CORETEC GROUP INC.,600 S. Wagner Rd,Ann Arbor,MI,48103,,,
03/000162828023006564.htm,0001726445,"SEER, INC.",3800 Bridge Parkway,Redwood City,California,94065,SEER,NASDAQ Global Select Market,
03/000095017023007989.htm,0001678660,PRELUDE THERAPEUTICS INC,200 Powder Mill Road,Wilmington,Delaware,19803,PRLD,The Nasdaq Stock Market LLC,
03/000119312523058346.htm,0001705843,"Calyxt, Inc.",2800 Mount Ridge Road,Roseville,MN,55113-1127,CLXT,The NASDAQ Stock Market LLC,
03/000089742923000044.htm,0000897429,"Chico’s FAS, Inc.","11215 Metro Parkway,","Fort Myers,",Florida,33966,CHS,New York Stock Exchange,
03/000091063823000009.htm,0000910638,3D SYSTEMS CORPORATION,333 Three D Systems Circle,Rock Hill,South Carolina,29730,DDD,New York Stock Exchange,
03/000075068623000033.htm,0000750686,CAMDEN NATIONAL CORP,2 Elm Street,Camden,ME,04843,CAC,The NASDAQ Stock Market LLC,a123122exhibit211.htm
03/000160530123000008.htm,0001605301,"CB FINANCIAL SERVICES, INC.",100 North Market Street,Carmichaels,Pennsylvania,15320,CBFV,"The Nasdaq Stock Market, LLC",
03/000149523123000040.htm,0001495231,"IZEA WORLDWIDE, INC.",1317 Edgewater Dr.,Orlando,FL,32804,IZEA,Nasdaq,
03/000188852423002959.htm,0001716187,,,,,,,,
03/000188852423003223.htm,0001780859,,,,,,,,
03/000188852423003348.htm,0001566543,,,,,,,,
03/000121390023024330.htm,0001314196,"THE OLB GROUP, INC.",1120 Avenue of the Americas,New York,NY,10036,,,
03/000182810523000011.htm,0001828105,HIPPO HOLDINGS INC.,150 Forest Avenue,Palo Alto,California,94301,HIPO,New York Stock Exchange,
03/000162828023008120.htm,0001847590,BOWMAN CONSULTING GROUP LTD.,12355 Sunrise Valley Drive,Reston,Virginia,20191,BWMN,The Nasdaq Global Market,
03/000156459023004706.htm,0001383054,INVESCO DB SILVER FUND,c/o Invesco Capital Management LLC,Downers Grove,Illinois,60515,DBS,"NYSE Arca, Inc.",
03/000114036123015243.htm,0001482912,,,,,,,,
03/000110465923036477.htm,0001818066,,,,,,,,
03/000133349323000018.htm,0001333493,"EHEALTH, INC.","2625 AUGUSTINE DRIVE, SUITE 150",SANTA CLARA,CA,95054,EHTH,The Nasdaq Stock Market LLC,
03/000095017023009519.htm,0001823406,"Affinity Bancshares, Inc.",3175 Highway 278,Covington,Georgia,30014,AFBI,The NASDAQ Stock Market LLC,
03/000188852423003047.htm,0001757928,,,,,,,,
03/000114036123015232.htm,0001607401,,,,,,,,
03/000121390023018542.htm,0001788028,"JASPER THERAPEUTICS, INC.",2200 Bridge Pkwy,Redwood City,CA,94065,JSPR,Nasdaq,
03/000188852423003006.htm,0001582605,,,,,,,,
03/000095017023005990.htm,0001866368,"Clearwater Analytics Holdings, Inc.",777 W. Main Street,Boise,ID,83702,CWAN,New York Stock Exchange,
03/000121390023025556.htm,0001918102,Surfside Acquisition Inc.,2255 Glades Road,Boca Raton,Florida,33431,,NONE,
03/000188852423003253.htm,0001803702,,,,,,,,
03/000155837023004014.htm,0000921114,"ARMATA PHARMACEUTICALS, INC.",4503 Glencoe Avenue,Marina del Rey,CA,90292,ARMP,NYSE American,
03/000121390023024158.htm,0001889123,FTAC EMERALD ACQUISITION CORP.,2929 Arch Street,Philadelphia,PA,19104,EMLD,Nasdaq Global Market,
03/000110465923040170.htm,0001831006,BLUERIVER ACQUISITION CORP.,"250 West Nottingham Drive, Suite 400",San Antonio,Texas,78209,BLUA,The New York Stock Exchange,
03/000182912623001983.htm,0001726822,Soul Biotechnology Corp,36 Fourth Ave. N,Saskatchewan,,S3N 2V7,,,
03/000188852423003667.htm,0001659981,,,,,,,,
03/000114036123015301.htm,0001786835,Star Mountain Lower Middle-Market Capital Corp,140 E. 45th Street,New York,NY,10017,,,
03/000155837023004109.htm,0001447051,Territorial Bancorp Inc.,"1003 Bishop Street, Pauahi Tower Suite 500",Honolulu,Hawaii,96813,TBNK,Nasdaq,
03/000168316823001344.htm,0001829794,"Volcon, Inc.",3121 Eagles Nest Street,Round Rock,TX,78665,VLCN,NASDAQ,
03/000121390023025527.htm,0001832483,Patricia Acquisition Corp.,2255 Glades Road,Boca Raton,Florida,33431,,,
03/000086311023000004.htm,0000863110,ARTESIAN RESOURCES CORP,664 Churchmans Road,Newark,Delaware,19702,ARTNA,The Nasdaq Stock Market,
03/000095017023009527.htm,0001681087,"AVROBIO, INC.",100 Technology Square,Cambridge,Massachusetts,02139,AVRO,Nasdaq Global Select Market,
03/000149315223008716.htm,0001196298,"NEPHROS, INC.",380 Lackawanna Place,South Orange,NJ,07079,NEPH,Nasdaq,
03/000095017023006267.htm,0000025475,CRAWFORD & CO,5335 Triangle Parkway,Peachtree Corners,Georgia,30092,CRD-A,New York Stock Exchange,
03/000143774923005378.htm,0001832487,"Guerrilla RF, Inc.",2000 Pisgah Church Road,Greensboro,North Carolina,27455,,,
03/000180068223000005.htm,0001800682,"Cano Health, Inc.",9725 NW 117th Avenue,Miami,FL,33178,CANO,The New York Stock Exchange,
03/000143774923008857.htm,0001320760,"TSS, INC.",110 E. Old Settlers Road,Round Rock,TX,78664,,,
03/000114036123015239.htm,0001623518,,,,,,,,
03/000152828723000007.htm,0001528287,"NEUROPACE, INC.",455 N. Bernardo Avenue,Mountain View,CA,94043,NPCE,Nasdaq Global Market,
03/000095017023010998.htm,0001666244,"Cantor Fitzgerald Income Trust, Inc.",110 E. 59th Street,New York,NY,10022,,,
03/000132677123000051.htm,0001326771,FEDERAL HOME LOAN BANK OF CINCINNATI,"600 Atrium Two, P.O. Box 598",Cincinnati,Ohio,45201-0598,,,
03/000182912623002347.htm,0001800392,MicroAlgo Inc.,Unit 507,Shenzhen,,518052,MLGO,Nasdaq,
03/000121390023020551.htm,0001316517,"KANDI TECHNOLOGIES GROUP, INC.",Jinhua New Energy Vehicle Town,Jinhua,,321016,KNDI,NASDAQ,
03/000114036123012844.htm,0001862327,INFINITE ACQUISITION CORP.,"745 Fifth Avenue, 15th Floor",New York,New York,10151,NFNT.U,New York Stock Exchange,
03/000188852423003325.htm,0001646736,,,,,,,,
03/000095017023005278.htm,0001724965,Talos Energy Inc.,333 Clay Street,Houston,Texas,77002,TALO,New York Stock Exchange,
03/000147793223001971.htm,0001324736,"HERO TECHNOLOGIES, INC",8 The Green Suite 4000,Dover,DE,19901,,,henc_ex211.htm
03/000106299323007681.htm,0000711034,"Thunder Mountain Gold, Inc.","11770 W. President Dr., Ste. F",Boise,Idaho,83713,THMG,NONE,
03/000076520723000010.htm,0000765207,"FIRST BANCORP, INC",223 Main Street,Damariscotta,Maine,04543,FNLC,NASDAQ Global Select Market,
03/000188852423003395.htm,0001716602,,,,,,,,
03/000072839123000015.htm,0000728391,"IPALCO ENTERPRISES, INC.",One Monument Circle,Indianapolis,Indiana,46204,,,
03/000121390023024126.htm,0001277998,MANUFACTURED HOUSING PROPERTIES INC.,136 Main Street,Pineville,North Carolina,28134,,,
03/000119312523088349.htm,0001855485,"First Light Acquisition Group, Inc.",11110 Sunset Hills Road,Reston,VA,20190,FLAGU,NYSE,
03/000155837023004942.htm,0001528849,RH,15 Koch Road,Corte Madera,CA,94925,RH,New York Stock Exchange,
03/000190359623000201.htm,0001070050,AppTech Payments Corp.,5876 Owens Avenue,Carlsbad,California,92008,APCX,Nasdaq,
03/000095017023006118.htm,0001660334,Verrica Pharmaceuticals Inc.,44 West Gay Street,West Chester,PA,19380,VRCA,"The Nasdaq Stock Market, LLC",
03/000182072123000079.htm,0001820721,"ARRAY TECHNOLOGIES, INC.",3901 Midway Place NE,Albuquerque,New Mexico,87109,ARRY,Nasdaq Global Market,
03/000141057823000578.htm,0001600983,"Knightscope, Inc",1070 Terra Bella Avenue,Mountain View,CA,94043,KSCP,Nasdaq Global Market,
03/000143612623000014.htm,0001436126,"Mistras Group, Inc.",195 Clarksville Road,Princeton Junction,New Jersey,08550,MG,New York Stock Exchange,
03/000121390023018702.htm,0000087050,NEONODE INC.,Karlavägen 100,Stockholm,,115 26,NEON,The Nasdaq Stock Market LLC,
03/000188852423003194.htm,0001785881,,,,,,,,
03/000152746923000014.htm,0001527469,ATHENE HOLDING LTD,"Second Floor, Washington House",Hamilton,,HM 11,ATHPrA,New York Stock Exchange,
03/000143774923007064.htm,0000922247,"Cyclo Therapeutics, Inc.","6714 NW 16th Street, Suite B",Gainesville,Florida,32653,CYTH,Nasdaq,
03/000149315223010074.htm,0001389518,"CLUBHOUSE MEDIA GROUP, INC.",3651 Lindell Road,Las Vegas,Nevada,89103,,,
03/000155837023003331.htm,0001724979,Rain Oncology Inc.,8000 Jarvis Avenue,Newark,CA,94560,RAIN,NASDAQ,
03/000143774923005917.htm,0001120370,"BROADWIND, INC.",3240 S. Central Avenue,Cicero,Illinois,60804,BWEN,Nasdaq,
03/000188852423003080.htm,0001571236,,,,,,,,
03/000095017023011338.htm,0001629716,,,,,,,,
03/000144181623000027.htm,0001441816,"MONGODB, INC.",1633 Broadway,New York,NY,10019,MDB,The Nasdaq Stock Market LLC,
03/000121390023024676.htm,0001914023,ACRI CAPITAL ACQUISITION CORPORATION,13284 Pond Springs Rd,Austin,TX,78729,ACAC,The Nasdaq Stock Market LLC,
03/000149315223009563.htm,0000315545,"PROVECTUS BIOPHARMACEUTICALS, INC.",800 S Gay St,Knoxville,TN,37929,,,
03/000093503623000009.htm,0000935036,"ACI WORLDWIDE, INC.",2811 Ponce de Leon Blvd,"Coral Gables,",Florida,33134,ACIW,Nasdaq Global Select Market,
03/000154111923000009.htm,0001541119,"Sound Financial Bancorp, Inc.","2400 3rd Avenue,","Seattle,",Washington,98121,SFBC,The NASDAQ Stock Market LLC,
03/000143774923005872.htm,0000738214,"AEMETIS, INC","20400 Stevens Creek Blvd., Suite 700",Cupertino,CA,95014,AMTX,NASDAQ,
03/000187606823000010.htm,0001876068,DTE Electric Securitization Funding I LLC,One Energy Plaza,Detroit,Michigan,48226-1279,,,
03/000181939523000029.htm,0001819395,SONDER HOLDINGS INC.,101 15th Street,San Francisco,California,94103,SOND,The Nasdaq Stock Market LLC,
03/000156459023004705.htm,0001383055,INVESCO DB GOLD FUND,c/o Invesco Capital Management LLC,Downers Grove,Illinois,60515,DGL,"NYSE Arca, Inc.",
03/000119312523086147.htm,0001830976,,,,,,,,
03/000110465923039118.htm,0001825384,Stone Point Credit Corporation,20 Horseneck Lane,Greenwich,Connecticut,06830,,,tm2310214d1_ex21-1.htm
03/000162894523000063.htm,0001628945,Cue Health Inc.,4980 Carroll Canyon Rd,San Diego,CA,92121,HLTH,Nasdaq Global Select Market,exhibit21112312210-k.htm
03/000182912623002453.htm,0001541165,ONE 4 ART LIMITED,592 Moosehead Trail,Newport,Maine,04953,,,
03/000109690623000648.htm,0001131903,Spectral Capital Corporation,4500 9th Avenue NE,Seattle,WA,98105,,,
03/000162828023005869.htm,0001056903,American States Water Company,"630 E. Foothill Boulevard,",San Dimas,CA,91773-1212,AWR,New York Stock Exchange,
03/000188852423003092.htm,0001688451,,,,,,,,
03/000106282223000007.htm,0001062822,"Lexicon Pharmaceuticals, Inc.","2445 Technology Forest Blvd., 11th Floor","The Woodlands,",TX,77381,LXRX,Nasdaq Global Select Market,
03/000143774923008624.htm,0001881592,"NSTS Bancorp, Inc.",700 S. Lewis Ave.,Waukegan,Illinois,60085,NSTS,NASDAQ,
03/000188852423003350.htm,0001720748,,,,,,,,
03/000188852423003130.htm,0001675928,,,,,,,,
03/000186799323000009.htm,,,,,,,,,
03/000075000423000006.htm,0000750004,"LIGHT & WONDER, INC.",6601 Bermuda Road,Las Vegas,Nevada,89119,LNW,The Nasdaq Stock Market,
03/000183128323000041.htm,0001831283,LianBio,103 Carnegie Center Drive,Princeton,NJ,08540,LIAN,The Nasdaq Global Market,
03/000114036123014868.htm,0001228627,"Ocuphire Pharma, Inc.","37000 Grand River Avenue, Suite 120",Farmington Hills,MI,48335,OCUP,The Nasdaq Stock Market LLC,brhc10050364_ex21-1.htm
03/000131994723000014.htm,0001319947,DESIGNER BRANDS INC.,"810 DSW Drive,","Columbus,",Ohio,43219,DBI,New York Stock Exchange,
03/000155837023002693.htm,0001270073,"Intercept Pharmaceuticals, Inc.","305 Madison Avenue,",Morristown,NJ,07960,ICPT,Nasdaq,
03/000095017023006124.htm,0001570827,"Victory Capital Holdings, Inc.",15935 La Cantera Parkway,San Antonio,Texas,78256,VCTR,The Nasdaq Stock Market LLC,
03/000001025423000058.htm,0000010254,"EARTHSTONE ENERGY, INC.",1400 Woodloch Forest Drive,The Woodlands,Texas,77380,ESTE,New York Stock Exchange,
03/000092963823000927.htm,0001859855,,,,,,,,
03/000162828023005937.htm,0001856314,"CLEAR SECURE, INC.",85 10th Avenue,New York,NY,10011,YOU,New York Stock Exchange,exhibit211.htm
03/000102024223000048.htm,0001663244,,,,,,,,
03/000114036123009508.htm,0001680062,"ACM Research, Inc.","42307 Osgood Road, Suite I",Fremont,California,94539,ACMR,The NASDAQ Stock Market LLC,
03/000181949323000066.htm,0001819493,"XOS, INC.",3550 Tyburn Street,Los Angeles,CA,90065,XOS,Nasdaq Global Market,
03/000188852423003234.htm,0001711142,,,,,,,,
03/000162619923000037.htm,0001626199,"ALPINE IMMUNE SCIENCES, INC.",188 East Blaine Street,"Seattle,",WA,98102,ALPN,The Nasdaq Stock Market LLC,
03/000149315223006772.htm,0001288855,"OPTIMUMBANK HOLDINGS, INC.",2929 East Commercial Blvd. Suite 303,Fort Lauderdale,FL,33308,OPHC,NASDAQ,
03/000188852423004556.htm,0001630690,,,,,,,,
03/000149315223009692.htm,,,,,,,,,
03/000119312523083675.htm,0000019871,CHICAGO RIVET & MACHINE CO,901 Frontenac Road,Naperville,Illinois,60563,CVR,NYSEAMER,
03/000188852423003412.htm,0001823722,,,,,,,,
03/000143774923008638.htm,0000919864,Finward Bancorp,9204 Columbia Avenue,Munster,Indiana,46321,FNWD,Nasdaq,
03/000175370623000005.htm,0001753706,"Whole Earth Brands, Inc.",125 S. Wacker Drive,Chicago,Illinois,60606,FREE,The NASDAQ Stock Market LLC,
03/000095017023009991.htm,0001501989,"CytomX Therapeutics, Inc.","151 Oyster Point Boulevard,",South San Francisco,California,94080,CTMX,The Nasdaq Global Select Market,
03/000081847923000017.htm,0000818479,DENTSPLY SIRONA Inc.,13320 Ballantyne Corporate Place,Charlotte,North Carolina,28277-3607,XRAY,The Nasdaq Stock Market LLC,exhibit211q4202210-k.htm
03/000165355823000030.htm,0001653558,"Priority Technology Holdings, Inc.",2001 Westside Parkway,"Alpharetta,",Georgia,30004,PRTH,Nasdaq,prioritytechnology2022xex2.htm
03/000155335023000160.htm,0000884363,"Evolutionary Genomics, Inc.",4220 Morning Star Drive,Castle Rock,Colorado,80108,,,
03/000162828023009000.htm,,,,,,,,,
03/000162828023010151.htm,0001665988,BIOVENTUS INC.,4721 Emperor Boulevard,Durham,North Carolina,27703,BVS,The Nasdaq Global Select Market,
03/000178252423000007.htm,0001782524,Morgan Stanley Direct Lending Fund,1585 Broadway,New York,NY,10036,,,
03/000155837023003082.htm,0001641614,CPI Card Group Inc.,10368 W. Centennial Road,Littleton,CO,80127,PMTS,Nasdaq Global Market,
03/000149315223010429.htm,0000356590,"GLOBAL TECH INDUSTRIES GROUP, INC",511 Sixth Avenue,New York,New York,10011,,,
03/000188852423003163.htm,0001619511,,,,,,,,
03/000149315223009883.htm,0001642159,"SIGYN THERAPEUTICS, INC.",2468 Historic Decatur Road Ste.,San Diego,California,92106,,,
03/000095017023008433.htm,0000716006,Yellow Corporation,501 Commerce Street,Nashville,Tennessee,37203,YELL,The NASDAQ Stock Market LLC,
03/000115617423000004.htm,0001156174,"LAKE AREA CORN PROCESSORS, LLC",46269 SD Highway 34,Wentworth,South Dakota,57057,,,
03/000127515823000012.htm,0001275158,NOODLES & COMPANY,"520 Zang Street, Suite D",Broomfield,CO,80021,NDLS,Nasdaq Global Select Market,
03/000155837023004728.htm,0000707605,AMERISERV FINANCIAL INC /PA/,MAIN & FRANKLIN STREETS,JOHNSTOWN,PA,15907-0430,ASRV,NASDAQ,
03/000149315223008558.htm,0001281984,"Decentral Life, Inc.",6400 S. Fiddlers Green Circle,Greenwood Village,Colorado,80111,,,
03/000110465923036481.htm,0001872327,,,,,,,,
03/000119312523084037.htm,0001643154,"IANTHUS CAPITAL HOLDINGS, INC.",420 Lexington Avenue,Suite 414,New York,10170,,,
03/000155837023004473.htm,0001710482,"John Marshall Bancorp, Inc.",1943 Isaac Newton Square,Reston,VA,20190,JMSB,The Nasdaq Stock Market LLC,
03/000159767223000013.htm,0001597672,RAYONIER ADVANCED MATERIALS INC.,1301 Riverplace Boulevard,Jacksonville,FL,32207,RYAM,New York Stock Exchange,
03/000095017023009318.htm,0001707502,Solid Biosciences Inc.,"500 Rutherford Avenue, Third Floor",Charlestown,MA,02129,SLDB,The Nasdaq Global Select Market,
03/000149315223009895.htm,0001652561,"DSwiss, Inc.","Unit 18-11, 18-12 & 18-01, Tower A, Vertical Business Suite",Kuala Lumpur,,59200,,,
03/000121465923004363.htm,0001709542,ELECTRONIC SERVITOR PUBLICATION NETWORK INC.,400 1ST AVE N.,MINNEAPOLIS,MN,55401,,,
03/000162828023010221.htm,0000727207,"ACCELERATE DIAGNOSTICS, INC.",3950 South Country Club Road,Tucson,AZ,85714,AXDX,The Nasdaq Stock Market LLC,
03/000188852423003276.htm,0001699099,,,,,,,,
03/000188852423002985.htm,0001574219,,,,,,,,
03/000190359623000244.htm,0001894954,Expion360 Inc.,2025 SW Deerhound Avenue,Redmond,OR,97756,XPON,Nasdaq,
03/000092708923000035.htm,0001391933,"QUAINT OAK BANCORP, INC.",501 Knowles Avenue,Southampton,Pennsylvania,18966,,,
03/000182912623002370.htm,0001685766,MOVEIX INC.,"4800 N. Scottsdale Road,",Scottsdale,Arizona,85251,,,
03/000156514623000013.htm,,,,,,,,,
03/000188852423003018.htm,0001770572,,,,,,,,
03/000174970423000008.htm,0001749704,"AGILITI, INC. \DE,","11095 Viking Drive,",Eden Prairie,Minnesota,55344,AGTI,The New York Stock Exchange,
03/000183469923000009.htm,,,,,,,,,
03/000143774923008206.htm,0001657642,"Skyline Bankshares, Inc.",101 Jacksonville Circle,Floyd,Virginia,24091,,,
03/000155335023000241.htm,0001396536,"DUOS TECHNOLOGIES GROUP, INC.",7660 Centurion Parkway,Jacksonville,Florida,32256,DUOT,NASDAQ,
03/000165495423002931.htm,0001277250,"CHARGE ENTERPRISES, INC.",125 Park Avenue,New York,NY,10017,CRGE,Nasdaq,
03/000121390023022590.htm,0001638911,UAS Drone Corp.,10 HaRimon Street,Israel,,2069203,,,
03/000168316823002024.htm,0001283789,"Reynaldos Mexican Food Company, Inc.","1113, Tower 2, Lippo Centre",Admiralty,,00000,,,
03/000121390023024901.htm,0001766140,"UNICYCIVE THERAPEUTICS, INC.",4300 El Camino Real,Los Altos,CA,94022,UNCY,Nasdaq,
03/000188852423003508.htm,0001780678,,,,,,,,
03/000119312523060159.htm,0001705843,"Calyxt, Inc.",2800 Mount Ridge Road,Roseville,MN,55113-1127,CLXT,The NASDAQ Stock Market LLC,
03/000188852423004004.htm,0001610486,,,,,,,,
03/000121390023024719.htm,0001513525,"ADIAL PHARMACEUTICALS, INC.",1180 Seminole Trail,Charlottesville,Virginia,22901,ADIL,The Nasdaq Stock Market LLC,
03/000121390023025483.htm,0001761696,Crown Electrokinetics Corp.,1110 NE Circle Blvd,Corvallis,OR,97330,CRKN,Nasdaq,
03/000188852423003585.htm,0001687955,,,,,,,,
03/000149315223007977.htm,0001861657,"HILLSTREAM BIOPHARMA, INC.",1200 Route 22 East,Bridgewater,NJ,08807,HILS,Nasdaq,
03/000114036123015240.htm,0001633023,,,,,,,,
03/000188852423003993.htm,0001731627,,,,,,,,
03/000138713123004260.htm,0000861441,FUTURES PORTFOLIO FUND L.P.,"c/o Steben & Company, LLC",Excelsior,MN,55331,,,
03/000007889023000090.htm,0000078890,BRINK’S CO,1801 Bayberry Court,Richmond,Virginia,23226-8100,BCO,New York Stock Exchange,
03/000143774923008054.htm,0000810509,"NAVIDEA BIOPHARMACEUTICALS, INC.","4995 Bradenton Avenue, Suite 240",Dublin,Ohio,43017-3552,NAVB,NYSE American,
03/000165495423002845.htm,0001101026,"Zivo Bioscience, Inc.",21 East Long Lake Road,Bloomfield Hills,MI,48304,ZIVO,Nasdaq,
03/000093905723000075.htm,0001401564,"FIRST FINANCIAL NORTHWEST, INC.",201 Wells Avenue South,Renton,Washington,98057,,,
03/000155837023003863.htm,0001056943,Peoples Financial Services Corp.,150 North Washington Avenue,Scranton,PA,18503,PFIS,The Nasdaq Stock Market,
03/000160690923000045.htm,0001606909,"PANGAEA LOGISTICS SOLUTIONS, LTD.",109 Long Wharf,Newport,RI,02840,PANL,The Nasdaq Stock Market LLC,
03/000121390023023828.htm,0001834755,Social Leverage Acquisition Corp I,8390 E. Via de Ventura,Scottsdale,Arizona,85258,SLAC,Nasdaq,
03/000190359623000263.htm,0000792935,Ethema Health Corporation,950 Evernia Street,West Palm Beach,Florida,33401,,,
03/000188852423003949.htm,0001566053,,,,,,,,
03/000188852423003569.htm,0001907059,,,,,,,,
03/000156459023003175.htm,0001623526,"Stoke Therapeutics, Inc.",45 Wiggins Ave,Bedford,Massachusetts,01730,STOK,Nasdaq Global Select Market,
03/000159303423000007.htm,0001593034,Endo International plc,"First Floor, Minerva House, Simmonscourt Road","Ballsbridge, Dublin 4,",,Not Applicable,,,
03/000164973923000111.htm,0001649739,BAYFIRST FINANCIAL CORP.,700 Central Avenue,St. Petersburg,Florida,33701,BAFN,The Nasdaq Stock Market LLC,
03/000181188423000004.htm,0000706698,UTAH MEDICAL PRODUCTS INC,7043 South 300 West,Midvale,Utah,84047,UTMD,NASDAQ,
03/000155837023005073.htm,0001722964,"Y-mAbs Therapeutics, Inc.",230 Park Avenue,New York,NY,10169,YMAB,The Nasdaq Global Select Market,
03/000117184323001691.htm,0001738021,"Compass Therapeutics, Inc.","80 Guest Street, Suite 601",Boston,Massachusetts,02135,CMPX,Nasdaq,
03/000182986423000011.htm,0001829864,"TaskUs, Inc.",1650 Independence Drive,New Braunfels,Texas,78132,TASK,The Nasdaq Stock Market LLC,
03/000182139323000005.htm,0001821393,"THE AARON'S COMPANY, INC.",400 Galleria Parkway SE,Atlanta,Georgia,30339-3182,AAN,New York Stock Exchange,
03/000188852423004002.htm,0001669990,,,,,,,,
03/000166130623000021.htm,0001661306,"Hancock Park Corporate Income, Inc.",10 S. Wacker Drive,Chicago,Illinois,60606,,,
03/000181375623000016.htm,0001813756,WEWORK INC.,"75 Rockefeller Plaza, 10th floor",New York,NY,10019,WE,The New York Stock Exchange,
03/000141057823000543.htm,0001879848,Phoenix Motor Inc.,1500 Lakeview Loop,Anaheim,,92807,PEV,NASDAQ,
03/000149315223009812.htm,0000109657,"GT BIOPHARMA, INC",8000 Marina Blvd,Brisbane,CA,94005,GTBP,Nasdaq,
03/000095017023005575.htm,0001524607,"Medical Properties Trust, Inc",1000 Urban Center Drive,Birmingham,AL,35242,MPW,The New York Stock Exchange,
03/000095017023009580.htm,0001431959,Meta Materials Inc.,60 Highfield Park Drive,Dartmouth,Nova Scotia,B3A 4R9,MMAT,Nasdaq,
03/000107541523000008.htm,0001075415,DIVERSIFIED HEALTHCARE TRUST,"Two Newton Place, 255 Washington Street, Suite 300",Newton,MA,02458-1634,DHC,The Nasdaq Stock Market LLC,
03/000167435623000005.htm,0001674356,"Terra Property Trust, Inc.",205 West 28th Street,New York,New York,10001,TPTA,New York Stock Exchange,
03/000095017023006499.htm,0001819994,"ROCKET LAB USA, INC.",3881 McGowen Street,Long Beach,California,90808,RKLB,The Nasdaq Stock Market LLC,
03/000178994023000011.htm,0001789940,"First Watch Restaurant Group, Inc.",8725 Pendery Place,Bradenton,FL,34201,FWRG,The Nasdaq Stock Market LLC,
03/000155837023003286.htm,0000357173,OLD SECOND BANCORP INC,37 South River Street,Aurora,Illinois,60507,OSBC,Nasdaq,
03/000095017023009766.htm,0001878313,"MAIA BIOTECHNOLOGY, INC.",444 West Lake Street,Chicago,IL,06060,MAIA,NYSE,
03/000163788023000006.htm,0001637880,"TRI-STATE GENERATION AND TRANSMISSION ASSOCIATION, INC.",1100 West 116th Avenue,Westminster,Colorado,80234,,,
03/000193341423000012.htm,,,,,,,,,
03/000110465923027429.htm,0001823000,CONX CORP.,5701 S,Littleton,CO,80120,CONXU,Nasdaq,
03/000188852423004010.htm,0001640775,,,,,,,,
03/000149823323000018.htm,0001498233,"Cepton, Inc.",399 West Trimble Road,San Jose,California,95131,CPTN,The Nasdaq Stock Market LLC,
03/000071439523000008.htm,0000714395,"GERMAN AMERICAN BANCORP, INC.","711 Main Street,","Jasper,",Indiana,47546,GABC,Nasdaq Global Select Market,
03/000110465923039172.htm,0001688852,Safehold Inc.,"1114 Avenue of the Americas, 39th Floor",New York,NY,10036,SAFE,New York Stock Exchange,
03/000149315223010186.htm,0001712762,"bioAffinity Technologies, Inc.",22211 W Interstate 10,San Antonio,Texas,78257,BIAF,The Nasdaq Stock Market LLC,
03/000149315223007990.htm,0001007019,"COFFEE HOLDING CO., INC.",3475 Victory Boulevard,Staten Island,New York,10314,JVA,NASDAQ,
03/000143774923005908.htm,0001270436,Cohen & Co Inc.,"2929 Arch Street, Suite 1703",Philadelphia,Pennsylvania,19104,COHN,NYSE,
03/000141057823000580.htm,0001845459,GRAF ACQUISITION CORP. IV,"1790 Hughes Landing Blvd., Suite 400",The Woodlands,Texas,77380,GFOR,New York Stock Exchange,
03/000155485923000007.htm,0001554859,"SEMLER SCIENTIFIC, INC.","2340-2348 Walsh Avenue, Suite 2344",Santa Clara,CA,95051,SMLR,The Nasdaq Stock Market LLC,
03/000119983523000181.htm,,,,,,,,,
03/000110465923036138.htm,0001821329,CC Neuberger Principal Holdings III,"200 Park Avenue, 58th Floor",New York,NY,10166,PRPC.WS,New York Stock Exchange,
03/000182912623002501.htm,0001744494,"Advent Technologies Holdings, Inc.",500 Rutherford Avenue,Boston,MA,02129,ADN,Nasdaq,
03/000183021023000044.htm,0001830210,"Benson Hill, Inc.",1001 North Warson Rd,"St. Louis,",Missouri,63132,BHIL,The New York Stock Exchange,
03/000094413023000025.htm,0000944130,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",915 West Imperial Highway,Brea,California,92821,,,tmb-20221231xex21d1.htm
03/000156459023004803.htm,0001594555,"HV Bancorp, Inc.",2005 South Easton Road,Doylestown,Pennsylvania,18901,HVBC,"The NASDAQ Stock Market, LLC",
03/000095017023008472.htm,0001563880,"TREVI THERAPEUTICS, INC.",195 Church Street,New Haven,Connecticut,06510,TRVI,The Nasdaq Stock Market LLC,
03/000155837023003155.htm,0000072162,"NL INDUSTRIES, INC.","5430 LBJ Freeway, Suite 1700",Dallas,Texas,75240-2620,NL,NYSE,
03/000095017023011234.htm,0001690255,,,,,,,,
03/000110465923028408.htm,0001862993,AP Acquisition Corp,"10 Collyer Quay,",,,,APCA-U,New York Stock Exchange,
03/000188852423003074.htm,0001668738,,,,,,,,
03/000095017023007289.htm,0001101680,DZS INC,"5700 Tennyson Parkway, Suite 400",Plano,Texas,75024,DZSI,Nasdaq,
03/000143774923008107.htm,0001107280,OCULUS VISIONTECH INC.,"#507, 837 West Hastings Street",Vancouver,BC,V6C 3N6,,,
